problem_id,difficulty,before_pass,after_pass,transition,before_test_pass_ratio,after_test_pass_ratio,test_pass_ratio_delta,before_status,after_status
"abc375_c","medium","False","False","both_fail","0.11111111","0.11111111","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc375_d","medium","False","False","both_fail","0.00000000","0.02941176","0.02941176","WRONG_ANSWER","RUNTIME_ERROR"
"abc376_a","easy","False","False","both_fail","0.35294118","0.17647059","-0.17647059","WRONG_ANSWER","WRONG_ANSWER"
"abc376_b","medium","False","False","both_fail","0.00000000","0.08333333","0.08333333","RUNTIME_ERROR","RUNTIME_ERROR"
"abc376_c","medium","False","False","both_fail","0.30000000","0.06666667","-0.23333333","RUNTIME_ERROR","WRONG_ANSWER"
"abc376_d","medium","False","False","both_fail","0.20512821","0.20512821","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"abc377_a","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc377_b","easy","False","False","both_fail","0.11764706","0.11764706","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc377_c","medium","False","False","both_fail","0.00000000","0.05714286","0.05714286","RUNTIME_ERROR","RUNTIME_ERROR"
"abc377_d","medium","False","False","both_fail","0.03125000","0.06250000","0.03125000","WRONG_ANSWER","WRONG_ANSWER"
"abc377_f","hard","False","False","both_fail","0.39534884","0.25581395","-0.13953488","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"abc377_g","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"abc378_a","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc378_b","easy","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","WRONG_ANSWER"
"abc378_c","medium","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc378_d","hard","False","False","both_fail","0.11627907","0.11627907","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"abc378_e","hard","True","False","regressed","1.00000000","0.09523810","-0.90476190","PASS","WRONG_ANSWER"
"abc378_f","hard","False","False","both_fail","0.00000000","0.13953488","0.13953488","RUNTIME_ERROR","WRONG_ANSWER"
"abc378_g","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc379_a","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc379_b","easy","False","False","both_fail","0.86046512","0.76744186","-0.09302326","WRONG_ANSWER","WRONG_ANSWER"
"abc379_c","medium","False","False","both_fail","0.92857143","0.92857143","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc379_d","medium","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"abc379_e","hard","False","False","both_fail","0.88095238","0.88095238","0.00000000","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"abc379_f","hard","False","False","both_fail","0.00000000","0.09523810","0.09523810","RUNTIME_ERROR","WRONG_ANSWER"
"abc379_g","hard","False","False","both_fail","0.06976744","0.02325581","-0.04651163","WRONG_ANSWER","RUNTIME_ERROR"
"abc380_a","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc380_b","easy","False","False","both_fail","0.00000000","0.00000000","0.00000000","TIME_LIMIT_EXCEEDED","WRONG_ANSWER"
"abc380_c","medium","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","RUNTIME_ERROR"
"abc380_d","medium","False","False","both_fail","0.11627907","0.06976744","-0.04651163","WRONG_ANSWER","WRONG_ANSWER"
"abc380_e","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"abc380_f","hard","False","False","both_fail","0.58139535","0.58139535","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc380_g","hard","False","False","both_fail","0.16279070","0.16279070","0.00000000","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"abc381_a","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc381_b","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc381_c","medium","False","False","both_fail","0.34883721","0.34883721","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc381_d","hard","False","False","both_fail","0.11627907","0.06976744","-0.04651163","WRONG_ANSWER","WRONG_ANSWER"
"abc381_e","hard","False","False","both_fail","0.14634146","0.09756098","-0.04878049","WRONG_ANSWER","RUNTIME_ERROR"
"abc382_a","easy","False","False","both_fail","0.00000000","0.30232558","0.30232558","WRONG_ANSWER","WRONG_ANSWER"
"abc382_b","easy","False","True","recovered","0.58139535","1.00000000","0.41860465","WRONG_ANSWER","PASS"
"abc382_c","medium","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc382_d","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"abc382_f","hard","False","False","both_fail","0.37209302","0.00000000","-0.37209302","WRONG_ANSWER","TIME_LIMIT_EXCEEDED"
"abc382_g","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"abc383_a","easy","False","False","both_fail","0.02325581","0.00000000","-0.02325581","WRONG_ANSWER","WRONG_ANSWER"
"abc383_b","medium","False","False","both_fail","0.48837209","0.81395349","0.32558140","WRONG_ANSWER","WRONG_ANSWER"
"abc383_c","medium","False","False","both_fail","0.37209302","0.37209302","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"abc383_d","medium","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc383_e","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"abc384_a","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc384_b","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc384_c","medium","False","True","recovered","0.00000000","1.00000000","1.00000000","WRONG_ANSWER","PASS"
"abc384_d","medium","False","False","both_fail","0.81818182","0.84090909","0.02272727","WRONG_ANSWER","WRONG_ANSWER"
"abc384_e","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"abc384_f","hard","True","False","regressed","1.00000000","0.00000000","-1.00000000","PASS","WRONG_ANSWER"
"abc384_g","hard","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc385_a","easy","False","False","both_fail","0.60465116","0.60465116","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc385_b","easy","False","False","both_fail","0.00000000","0.09302326","0.09302326","RUNTIME_ERROR","WRONG_ANSWER"
"abc385_c","medium","False","False","both_fail","0.62790698","0.62790698","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc385_d","hard","False","False","both_fail","0.00000000","0.02380952","0.02380952","WRONG_ANSWER","WRONG_ANSWER"
"abc385_e","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc385_f","hard","False","False","both_fail","0.18181818","0.04545455","-0.13636364","WRONG_ANSWER","WRONG_ANSWER"
"abc386_a","easy","False","False","both_fail","0.73333333","0.73333333","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc386_b","easy","False","False","both_fail","0.65116279","0.65116279","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc386_c","medium","False","False","both_fail","0.86956522","0.86956522","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc386_d","hard","False","False","both_fail","0.00000000","0.18181818","0.18181818","TEST_RUNNER_ERROR","TEST_RUNNER_ERROR"
"abc386_e","hard","False","False","both_fail","0.35714286","0.35714286","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc386_f","hard","False","False","both_fail","0.83720930","0.76744186","-0.06976744","WRONG_ANSWER","WRONG_ANSWER"
"abc387_a","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc387_b","easy","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc387_c","medium","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","WRONG_ANSWER"
"abc387_f","hard","False","False","both_fail","0.20930233","0.20930233","0.00000000","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"abc388_a","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc388_b","easy","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc388_c","medium","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","RUNTIME_ERROR"
"abc388_d","medium","False","False","both_fail","0.06976744","0.09302326","0.02325581","WRONG_ANSWER","WRONG_ANSWER"
"abc388_e","hard","False","False","both_fail","0.09302326","0.02325581","-0.06976744","WRONG_ANSWER","WRONG_ANSWER"
"abc388_f","hard","False","False","both_fail","0.86046512","0.86046512","0.00000000","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"abc388_g","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"abc389_a","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc389_b","easy","False","False","both_fail","0.71428571","0.71428571","0.00000000","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"abc389_d","medium","False","False","both_fail","0.00000000","0.02325581","0.02325581","WRONG_ANSWER","WRONG_ANSWER"
"abc389_e","hard","False","False","both_fail","0.02380952","0.02380952","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc389_f","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc389_g","hard","False","False","both_fail","0.00000000","0.20930233","0.20930233","WRONG_ANSWER","WRONG_ANSWER"
"abc390_a","easy","False","False","both_fail","0.86363636","0.86363636","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc390_b","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc390_c","medium","False","False","both_fail","0.18604651","0.18604651","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc390_d","medium","False","False","both_fail","0.06976744","0.09302326","0.02325581","WRONG_ANSWER","WRONG_ANSWER"
"abc390_e","hard","False","False","both_fail","0.16666667","0.47619048","0.30952381","WRONG_ANSWER","WRONG_ANSWER"
"abc390_f","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","TIME_LIMIT_EXCEEDED"
"abc390_g","hard","False","False","both_fail","0.11627907","0.11627907","0.00000000","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"abc391_a","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc391_b","easy","False","True","recovered","0.07142857","1.00000000","0.92857143","RUNTIME_ERROR","PASS"
"abc391_d","medium","False","False","both_fail","0.07142857","0.07142857","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc391_e","hard","False","False","both_fail","0.00000000","0.11904762","0.11904762","WRONG_ANSWER","WRONG_ANSWER"
"abc391_f","hard","False","False","both_fail","0.11627907","0.11627907","0.00000000","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"abc391_g","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","RUNTIME_ERROR"
"abc392_a","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc392_b","easy","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc392_c","medium","False","False","both_fail","0.16666667","0.16666667","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc392_d","medium","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"abc392_f","hard","False","False","both_fail","0.95238095","0.14285714","-0.80952381","WRONG_ANSWER","WRONG_ANSWER"
"abc392_g","hard","False","False","both_fail","0.06976744","0.06976744","0.00000000","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"abc393_a","easy","False","False","both_fail","0.52380952","0.52380952","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc393_b","easy","False","False","both_fail","0.74418605","0.81395349","0.06976744","RUNTIME_ERROR","WRONG_ANSWER"
"abc393_d","hard","False","False","both_fail","0.13953488","0.06976744","-0.06976744","WRONG_ANSWER","WRONG_ANSWER"
"abc393_e","hard","False","False","both_fail","0.13953488","0.13953488","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc393_f","hard","False","False","both_fail","0.02380952","0.00000000","-0.02380952","WRONG_ANSWER","WRONG_ANSWER"
"abc394_a","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc394_b","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc394_c","medium","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc394_d","medium","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc394_e","hard","False","False","both_fail","0.07142857","0.00000000","-0.07142857","RUNTIME_ERROR","RUNTIME_ERROR"
"abc394_f","hard","False","False","both_fail","0.34883721","0.00000000","-0.34883721","WRONG_ANSWER","RUNTIME_ERROR"
"abc394_g","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"abc395_a","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc395_b","easy","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","RUNTIME_ERROR"
"abc395_c","medium","False","False","both_fail","0.02325581","0.02325581","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"abc395_e","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"abc395_f","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"abc396_a","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc396_b","easy","False","False","both_fail","0.33333333","0.11904762","-0.21428571","WRONG_ANSWER","RUNTIME_ERROR"
"abc396_c","medium","False","False","both_fail","0.11627907","0.11627907","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc396_d","medium","False","True","recovered","0.00000000","1.00000000","1.00000000","RUNTIME_ERROR","PASS"
"abc396_e","hard","False","False","both_fail","0.00000000","0.02325581","0.02325581","RUNTIME_ERROR","RUNTIME_ERROR"
"abc396_f","hard","False","False","both_fail","0.13953488","0.13953488","0.00000000","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"abc396_g","hard","False","False","both_fail","0.08333333","0.19444444","0.11111111","WRONG_ANSWER","WRONG_ANSWER"
"abc397_a","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc397_b","medium","False","False","both_fail","0.25581395","0.25581395","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
