comparison,problem_id,difficulty,source_passed,source_test_pass_ratio,target_passed,target_test_pass_ratio,transition,test_pass_ratio_delta
Self-Plan_TO_Teacher-Plan,abc302_c,medium,False,0.4666666666666667,True,1.0,FAIL_TO_PASS,0.5333333333333333
Self-Plan_TO_Teacher-Plan,abc302_d,medium,False,0.5,True,1.0,FAIL_TO_PASS,0.5
Self-Plan_TO_Teacher-Plan,abc302_e,hard,False,0.0,False,0.0,FAIL_TO_FAIL,0.0
Self-Plan_TO_Teacher-Plan,abc302_f,hard,False,0.0625,False,0.0,FAIL_TO_FAIL,-0.0625
Self-Plan_TO_Teacher-Plan,abc303_a,easy,True,1.0,True,1.0,PASS_TO_PASS,0.0
Self-Plan_TO_Teacher-Plan,abc303_b,easy,False,0.0,True,1.0,FAIL_TO_PASS,1.0
Self-Plan_TO_Teacher-Plan,abc303_c,medium,False,0.7142857142857143,False,0.5714285714285714,FAIL_TO_FAIL,-0.1428571428571429
Self-Plan_TO_Teacher-Plan,abc303_d,medium,False,0.0,False,0.06666666666666667,FAIL_TO_FAIL,0.06666666666666667
Self-Plan_TO_Teacher-Plan,abc303_e,hard,False,0.0,True,1.0,FAIL_TO_PASS,1.0
Self-Plan_TO_Teacher-Plan,abc304_a,easy,False,0.14285714285714285,False,0.35714285714285715,FAIL_TO_FAIL,0.2142857142857143
Self-Plan_TO_Teacher-Plan,abc304_b,easy,True,1.0,True,1.0,PASS_TO_PASS,0.0
Self-Plan_TO_Teacher-Plan,abc304_c,medium,False,0.06666666666666667,False,0.0,FAIL_TO_FAIL,-0.06666666666666667
Self-Plan_TO_Teacher-Plan,abc304_d,medium,False,0.0,False,0.0,FAIL_TO_FAIL,0.0
Self-Plan_TO_Teacher-Plan,abc304_e,hard,False,0.0,False,0.0,FAIL_TO_FAIL,0.0
Self-Plan_TO_Teacher-Plan,abc305_a,easy,False,0.1,True,1.0,FAIL_TO_PASS,0.9
Self-Plan_TO_Teacher-Plan,abc305_b,easy,True,1.0,True,1.0,PASS_TO_PASS,0.0
Self-Plan_TO_Teacher-Plan,abc305_c,medium,False,0.0,True,1.0,FAIL_TO_PASS,1.0
Self-Plan_TO_Teacher-Plan,abc305_d,hard,False,0.0,False,0.0,FAIL_TO_FAIL,0.0
Self-Plan_TO_Teacher-Plan,abc305_e,hard,False,0.0,False,0.2,FAIL_TO_FAIL,0.2
Self-Plan_TO_Teacher-Plan,abc306_a,easy,True,1.0,True,1.0,PASS_TO_PASS,0.0
Self-Plan_TO_Teacher-Plan,abc306_b,easy,True,1.0,True,1.0,PASS_TO_PASS,0.0
Self-Plan_TO_Teacher-Plan,abc306_c,medium,False,0.2,False,0.0,FAIL_TO_FAIL,-0.2
Self-Plan_TO_Teacher-Plan,abc306_d,medium,False,0.4666666666666667,False,0.5333333333333333,FAIL_TO_FAIL,0.06666666666666665
Self-Plan_TO_Teacher-Plan,abc306_e,hard,False,0.07692307692307693,False,0.0,FAIL_TO_FAIL,-0.07692307692307693
Self-Plan_TO_Teacher-Plan,abc307_a,easy,True,1.0,True,1.0,PASS_TO_PASS,0.0
Self-Plan_TO_Teacher-Plan,abc307_b,easy,True,1.0,True,1.0,PASS_TO_PASS,0.0
Self-Plan_TO_Teacher-Plan,abc307_c,medium,False,0.5,False,0.875,FAIL_TO_FAIL,0.375
Self-Plan_TO_Teacher-Plan,abc307_d,medium,False,0.5625,True,1.0,FAIL_TO_PASS,0.4375
Self-Plan_TO_Teacher-Plan,abc307_e,hard,False,0.26666666666666666,True,1.0,FAIL_TO_PASS,0.7333333333333334
Self-Plan_TO_Teacher-Plan,abc308_a,easy,True,1.0,True,1.0,PASS_TO_PASS,0.0
Self-Plan_TO_Teacher-Plan,abc308_b,easy,False,0.0,False,0.0,FAIL_TO_FAIL,0.0
Self-Plan_TO_Teacher-Plan,abc308_c,medium,False,0.0,False,0.0,FAIL_TO_FAIL,0.0
Self-Plan_TO_Teacher-Plan,abc308_d,medium,False,0.0,False,0.5333333333333333,FAIL_TO_FAIL,0.5333333333333333
