step,success_count,group_type,is_positive,is_informative,has_advantage_signal,has_actor_update,has_pg_signal,actor/entropy,actor/grad_norm,actor/loss,actor/lr,actor/perf/cpu_memory_used_gb,actor/perf/max_memory_allocated_gb,actor/perf/max_memory_reserved_gb,actor/pg_clipfrac,actor/pg_clipfrac_lower,actor/pg_loss,actor/ppo_kl,critic/advantages/max,critic/advantages/mean,critic/advantages/min,critic/returns/max,critic/returns/mean,critic/returns/min,critic/rewards/max,critic/rewards/mean,critic/rewards/min,critic/score/max,critic/score/mean,critic/score/min,global_seqlen/balanced_max,global_seqlen/balanced_min,global_seqlen/max,global_seqlen/mean,global_seqlen/min,global_seqlen/minmax_diff,perf/mfu/actor,perf/throughput,perf/time_per_step,perf/total_num_tokens,prompt_length/clip_ratio,prompt_length/max,prompt_length/mean,prompt_length/min,response/aborted_ratio,response_length/clip_ratio,response_length/max,response_length/mean,response_length/min,response_length_non_aborted/clip_ratio,response_length_non_aborted/max,response_length_non_aborted/mean,response_length_non_aborted/min,rollout_corr/chi2_seq,rollout_corr/chi2_token,rollout_corr/k3_kl,rollout_corr/kl,rollout_corr/log_ppl_abs_diff,rollout_corr/log_ppl_diff,rollout_corr/log_ppl_diff_max,rollout_corr/log_ppl_diff_min,rollout_corr/ppl_ratio,rollout_corr/rollout_log_ppl,rollout_corr/rollout_ppl,rollout_corr/training_log_ppl,rollout_corr/training_ppl,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/update_actor,timing_s/adv,timing_s/gen,timing_s/old_log_prob,timing_s/save_checkpoint,timing_s/step,timing_s/update_actor,timing_s/update_weights,training/epoch,training/global_step,training/num_turns/max,training/num_turns/mean,training/num_turns/min,training/rollout_actor_probs_pearson_corr,training/rollout_probs_diff_max,training/rollout_probs_diff_mean,training/rollout_probs_diff_std,training/rollout_probs_diff_valid
11.0,0,all_fail,False,False,False,False,False,0.6413605809211731,0.0,0.0,1e-06,53.00216293334961,24.142456531524658,28.1484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16539.0,16539.0,16539.0,16539.0,16539.0,0.0,0.0,224.26681309070125,73.74697919888422,16539.0,1.0,747.0,747.0,747.0,0.0,0.0625,512.0,286.6875,129.0,0.0625,512.0,286.6875,129.0,0.17889642715454102,0.0007263422012329102,0.0004233612271491438,0.000486023782286793,0.0016439631581306458,0.00019324198365211487,0.0030779242515563965,-0.002565920352935791,1.0001949071884155,0.6463665962219238,1.9322881698608398,0.6465598344802856,1.9326473474502563,0.0006408375226205822,13.517591168327167,0.36893822184614455,0.010598811786621809,62.005190689116716,3.039561130106449,,73.74697919888422,6.101869251113385,2.086664266884327,0.0,11.0,2.0,2.0,2.0,0.999627947807312,0.07352215051651001,0.0041989414021372795,0.008044054731726646,1.0
12.0,16,all_pass,True,False,False,False,False,0.7279708385467529,0.0,0.0,1e-06,52.96617889404297,24.142456531524658,28.1484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8214.0,8214.0,8214.0,8214.0,8214.0,0.0,0.0,135.86829158915302,60.455606705043465,8214.0,1.0,304.0,304.0,304.0,0.0,0.0625,378.0,209.375,137.0,0.0625,378.0,209.375,137.0,0.09645092487335205,0.0007865428924560547,0.0004271965299267322,0.0004643257998395711,0.0013995487242937088,0.0004329364746809006,0.004200458526611328,-0.002719700336456299,1.0004346370697021,0.7316708564758301,2.3003110885620117,0.7321038842201233,2.3019347190856934,0.0011984286442061599,15.523505915206536,0.4471817366449588,0.009843892883509398,52.0037448159419,2.1940475087612867,,60.455606705043465,3.6731507848016918,2.0721127656288445,0.0,12.0,2.0,2.0,2.0,0.9997053146362305,0.05019420385360718,0.0039460924454033375,0.0074054524302482605,1.0
13.0,0,all_fail,False,False,False,False,False,0.920356810092926,0.0,0.0,1e-06,53.00801467895508,24.142456531524658,28.1484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19451.0,19451.0,19451.0,19451.0,19451.0,0.0,0.0,192.5401285883473,101.02309654932469,19451.0,1.0,941.0,941.0,941.0,0.0,0.0625,512.0,274.6875,141.0,0.0625,512.0,274.6875,141.0,0.23347318172454834,0.0009900331497192383,0.0004974356270395219,0.0005036501679569483,0.0016396380960941315,0.0005425252020359039,0.006072878837585449,-0.002366006374359131,1.0005451440811157,0.9396666288375854,2.6949563026428223,0.9402090907096863,2.69606876373291,0.0005114301587155004,20.024175533815047,0.3620286493065498,0.009947828017175198,88.00625147111714,3.367878818884492,,101.02309654932469,7.0418192576617,2.086430971045047,0.0,13.0,2.0,2.0,2.0,0.999701201915741,0.05560624599456787,0.0042298221960663795,0.007812000811100006,1.0
14.0,0,all_fail,False,False,False,False,False,0.7850142121315002,0.0,0.0,1e-06,53.05065155029297,24.142456531524658,28.1484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9031.0,9031.0,9031.0,9031.0,9031.0,0.0,0.0,71.80684416041083,125.76795576512814,9031.0,1.0,367.0,367.0,367.0,0.0,0.0625,338.0,197.4375,114.0,0.0625,338.0,197.4375,114.0,0.2089693546295166,0.0007644891738891602,0.00046127685345709324,0.0005411885213106871,0.0018997248262166977,0.00038559548556804657,0.003840506076812744,-0.0048795342445373535,1.0003881454467773,0.7900158166885376,2.2480130195617676,0.7904014587402344,2.2487757205963135,0.001043492597940818,37.03959495104536,0.43042831568581796,0.009423781652003527,117.00808045035228,2.2698854552581906,,125.76795576512814,3.887198118958622,2.088220918085426,0.0,14.0,2.0,2.0,2.0,0.9996563792228699,0.07629519701004028,0.0043940297327935696,0.007934695109724998,1.0
15.0,0,all_fail,False,False,False,False,False,0.7714853882789612,0.0,0.0,1e-06,52.784019470214844,24.142456531524658,28.1484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15426.0,15426.0,15426.0,15426.0,15426.0,0.0,0.0,204.37906263537062,75.47739871731028,15426.0,1.0,647.0,647.0,647.0,0.0,0.125,512.0,317.125,186.0,0.125,512.0,317.125,186.0,0.5007165670394897,0.0005348920822143555,0.0004144750128034502,0.0005623097531497478,0.0015411749482154846,0.0005370527505874634,0.004421651363372803,-0.0021724700927734375,1.0005390644073486,0.8005900979042053,2.2639358043670654,0.8011271357536316,2.2648303508758545,0.0006844525419984148,12.614282998093028,0.3834780538726333,0.010558364912867546,64.00487193232402,2.963065780699253,,75.47739871731028,5.915532459039241,2.079635147936642,0.0,15.0,2.0,2.0,2.0,0.9997012615203857,0.060014933347702026,0.004057044629007578,0.007585492916405201,1.0
16.0,1,mixed,True,True,True,True,True,0.8654277920722961,0.1564670205116272,0.001183241605758667,1e-06,52.73937225341797,24.142456531524658,28.1484375,0.0,0.0,0.0011832453310489655,0.0,3.7499847412109375,-0.001183270593173802,-0.24999898672103882,3.7499847412109375,-0.001183270593173802,-0.24999898672103882,1.0,0.0625,0.0,1.0,0.0625,0.0,13365.0,13365.0,13365.0,13365.0,13365.0,0.0,0.0,181.61151659376398,73.59114802116528,13365.0,1.0,558.0,558.0,558.0,0.0,0.0625,512.0,277.3125,145.0,0.0625,512.0,277.3125,145.0,0.11009395122528076,0.000645756721496582,0.0005171872326172888,0.000710091320797801,0.0018840469419956207,0.0009474568068981171,0.008529245853424072,-0.0035554170608520508,1.0009512901306152,0.8939913511276245,2.5018656253814697,0.8949388265609741,2.503723621368408,0.000728558319708938,14.199817276305582,0.3925278376937024,0.009737181942909956,63.00458925496787,2.741803233977407,,73.59114802116528,5.246134550776333,2.0776475709863007,0.0,16.0,2.0,2.0,2.0,0.9996748566627502,0.05658334493637085,0.00446451036259532,0.007918579503893852,1.0
17.0,1,mixed,True,True,True,True,True,0.6216561198234558,0.11600739508867264,0.059046946465969086,1e-06,52.591270446777344,24.142456531524658,28.1484375,0.0,0.0,0.05904694274067879,0.0,3.7499847412109375,-0.059046950191259384,-0.24999898672103882,3.7499847412109375,-0.059046950191259384,-0.24999898672103882,1.0,0.0625,0.0,1.0,0.0625,0.0,18027.0,18027.0,18027.0,18027.0,18027.0,0.0,0.0,132.25769839755839,136.30208463035524,18027.0,1.0,802.0,802.0,802.0,0.0,0.125,512.0,324.6875,199.0,0.125,512.0,324.6875,199.0,0.16177701950073242,0.0014089345932006836,0.00047207929310388863,0.00024070142535492778,0.0011308994144201279,0.00013734586536884308,0.0024614930152893066,-0.0022367238998413086,1.000138282775879,0.6528819799423218,1.9393603801727295,0.6530192494392395,1.9396122694015503,0.0005539818664550543,23.871009637573888,0.3615634697424087,0.009986631106585264,124.00989506719634,3.1750713200308383,,136.30208463035524,6.517904669046402,2.0819221581332386,0.0,17.0,2.0,2.0,2.0,0.9996228814125061,0.05800604820251465,0.004281886387616396,0.008104665204882622,1.0
18.0,0,all_fail,False,False,False,False,False,0.7349311709403992,0.0,0.0,1e-06,52.625492095947266,24.142456531524658,28.1484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15940.0,15940.0,15940.0,15940.0,15940.0,0.0,0.0,173.9468559723674,91.63718373002484,15940.0,1.0,753.0,753.0,753.0,0.0,0.0625,482.0,243.25,104.0,0.0625,482.0,243.25,104.0,1.3698391914367676,0.002347230911254883,0.0004576637293212116,-0.00025576958432793617,0.001903090626001358,-0.00020621344447135925,0.003963828086853027,-0.0044446587562561035,0.999796986579895,0.7552906274795532,2.1460072994232178,0.7550843954086304,2.1456336975097656,0.0006225498783468752,20.55668447945336,0.3773814420142168,0.00992344506084919,80.00661599403247,3.014322131872177,,91.63718373002484,6.0154601857066154,2.0863168290816247,0.0,18.0,2.0,2.0,2.0,0.9996589422225952,0.0730777382850647,0.004300585016608238,0.007846259512007236,1.0
19.0,0,all_fail,False,False,False,False,False,0.83109450340271,0.0,0.0,1e-06,52.61970901489258,24.142456531524658,28.1484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10614.0,10614.0,10614.0,10614.0,10614.0,0.0,0.0,152.32323887688884,69.68076623277739,10614.0,1.0,419.0,419.0,419.0,0.0,0.0625,507.0,244.375,109.0,0.0625,507.0,244.375,109.0,0.1034393310546875,0.0010532140731811523,0.0004638001264538616,0.00040456329588778317,0.0016068816184997559,0.0002000182867050171,0.003018021583557129,-0.004131317138671875,1.0002020597457886,0.8741769790649414,2.481029987335205,0.8743769526481628,2.480724573135376,0.0008793472903263822,15.346300722245136,0.42921997719418536,0.009333392139524221,60.004035823978484,2.526049640029669,,69.68076623277739,4.555740837939084,2.0807211911305785,0.0,19.0,2.0,2.0,2.0,0.9996950626373291,0.09753173589706421,0.004232912790030241,0.0076156542636454105,1.0
20.0,1,mixed,True,True,True,True,True,0.6273928880691528,0.20553506910800934,-0.3639073967933655,1e-06,52.6658821105957,24.142456531524658,28.1484375,0.0,0.0,-0.3639074042439461,0.0,3.7499847412109375,0.3639073669910431,-0.24999898672103882,3.7499847412109375,0.3639073669910431,-0.24999898672103882,1.0,0.0625,0.0,1.0,0.0625,0.0,8632.0,8632.0,8632.0,8632.0,8632.0,0.0,0.0,131.12246715995371,65.83158620307222,8632.0,1.0,331.0,331.0,331.0,0.0,0.0625,512.0,208.5,65.0,0.0625,512.0,208.5,65.0,0.17360639572143555,0.001217484474182129,0.0004177832161076367,0.00022681425616610795,0.0016217567026615143,0.0003701895475387573,0.004483222961425781,-0.003997623920440674,1.0003725290298462,0.6157374382019043,1.8830041885375977,0.6161075830459595,1.8838274478912354,0.0011344923421160505,17.08782386390394,0.457117222394083,0.009792937897145748,57.004980409983546,2.2930037742480636,,65.83158620307222,3.9458358637057245,2.0750836157239974,0.0,20.0,2.0,2.0,2.0,0.9996474981307983,0.11213245987892151,0.003971816971898079,0.00783042423427105,1.0
21.0,1,mixed,True,True,True,True,True,0.8763879537582397,0.17280028760433197,0.07526926696300507,1e-06,52.59667205810547,24.142456531524658,28.2265625,0.0,0.0,0.07526926696300507,0.0,3.7499847412109375,-0.07526930421590805,-0.24999898672103882,3.7499847412109375,-0.07526930421590805,-0.24999898672103882,1.0,0.0625,0.0,1.0,0.0625,0.0,10113.0,10113.0,10113.0,10113.0,10113.0,0.0,0.0,164.78967765524746,61.369135153945535,10113.0,1.0,406.0,406.0,406.0,0.0,0.0625,433.0,226.0625,108.0,0.0625,433.0,226.0625,108.0,-0.09543818235397339,0.0005975961685180664,0.0004493624728638679,0.0005998890264891088,0.0014287084341049194,0.0005608499050140381,0.00422823429107666,-0.003679513931274414,1.0005626678466797,0.9118140935897827,2.6665854454040527,0.9123749136924744,2.667982339859009,0.0009234370452872278,14.377619654433541,0.428074793611081,0.009338718838989735,52.00385029008612,2.4367135548964143,,61.369135153945535,4.329120387788862,2.0872524050064385,0.0,21.0,2.0,2.0,2.0,0.9996720552444458,0.058073341846466064,0.004465656820684671,0.007858041673898697,1.0
22.0,0,all_fail,False,False,False,False,False,0.7336592674255371,0.0,0.0,1e-06,52.587928771972656,24.142456531524658,28.2265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14372.0,14372.0,14372.0,14372.0,14372.0,0.0,0.0,96.9588302884262,148.2278608069755,14372.0,1.0,610.0,610.0,610.0,0.0,0.125,512.0,288.25,99.0,0.125,512.0,288.25,99.0,0.48977625370025635,0.0017315149307250977,0.00043929051025770605,1.196536140923854e-05,0.0016951877623796463,-0.000539759173989296,0.0037114620208740234,-0.006639301776885986,0.9994630813598633,0.8232583403587341,2.44626784324646,0.8227185010910034,2.444965124130249,0.0006712476351974139,29.707190826521494,0.3981078376010114,0.009647171013057232,137.00956409191713,2.897494750097394,,148.2278608069755,5.721605842001736,2.0861055408604443,0.0,22.0,2.0,2.0,2.0,0.9997153878211975,0.060999929904937744,0.003790764370933175,0.00750513793900609,1.0
23.0,0,all_fail,False,False,False,False,False,0.8942582607269287,0.0,0.0,1e-06,52.65300750732422,24.142456531524658,28.2265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18502.0,18502.0,18502.0,18502.0,18502.0,0.0,0.0,166.2615503928649,111.28249409608543,18502.0,1.0,934.0,934.0,934.0,0.0,0.0625,316.0,222.375,124.0,0.0625,316.0,222.375,124.0,0.32685863971710205,0.001324772834777832,0.0004999209195375443,0.00033523907768540084,0.002000141888856888,0.00022479519248008728,0.008375108242034912,-0.004343509674072266,1.0002288818359375,0.9032609462738037,2.529158592224121,0.9034857153892517,2.529263973236084,0.0005060990195334403,27.826595057703518,0.35065457783780374,0.009363844059407711,99.00702521530911,3.1823967010714114,,111.28249409608543,6.4878109991550446,2.0864439490251243,0.0,23.0,2.0,2.0,2.0,0.9996769428253174,0.06445306539535522,0.0044864146038889885,0.007860355079174042,1.0
