step,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,actor/entropy,training/rollout_probs_diff_valid,training/rollout_probs_diff_max,training/rollout_probs_diff_mean,training/rollout_probs_diff_std,training/rollout_actor_probs_pearson_corr,rollout_corr/training_ppl,rollout_corr/training_log_ppl,rollout_corr/kl,rollout_corr/k3_kl,rollout_corr/rollout_ppl,rollout_corr/rollout_log_ppl,rollout_corr/log_ppl_diff,rollout_corr/log_ppl_abs_diff,rollout_corr/log_ppl_diff_max,rollout_corr/log_ppl_diff_min,rollout_corr/ppl_ratio,rollout_corr/chi2_token,rollout_corr/chi2_seq,actor/pg_clipfrac,actor/ppo_kl,actor/pg_clipfrac_lower,actor/pg_loss,actor/loss,actor/grad_norm,actor/lr,actor/perf/max_memory_allocated_gb,actor/perf/max_memory_reserved_gb,actor/perf/cpu_memory_used_gb,perf/mfu/actor,training/global_step,training/epoch,critic/score/mean,critic/score/max,critic/score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,response_length_non_aborted/mean,response_length_non_aborted/max,response_length_non_aborted/min,response_length_non_aborted/clip_ratio,response/aborted_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/old_log_prob,timing_s/adv,timing_s/update_actor,timing_s/update_weights,timing_s/step,timing_per_token_ms/gen,timing_per_token_ms/adv,timing_per_token_ms/update_actor,perf/total_num_tokens,perf/time_per_step,perf/throughput,training/num_turns/mean,training/num_turns/max,training/num_turns/min,timing_s/save_checkpoint,tpr_group_mean,tpr_group_min,tpr_group_max,tpr_group_range,group_informative,group_all_zero,group_all_one,group_constant_partial,group_any_positive,group_any_perfect,group_has_partial_reward,advantage_signal,nonzero_grad,nonzero_pg_loss
11.0,15946.0,15946.0,0.0,15946.0,15946.0,15946.0,0.6848224401473999,1.0,0.08734434843063354,0.004286071751266718,0.007988029159605503,0.9996299743652344,2.048773765563965,0.696096658706665,0.00015100062591955066,0.00040487354272045195,2.0481905937194824,0.6958894729614258,0.00020715780556201935,0.0015455503016710281,0.004534423351287842,-0.0036115646362304688,1.000209093093872,0.0013221502304077148,0.1802363395690918,0.0,0.0,0.0,0.09743229858577251,0.09743230044841766,0.1421014368534088,1e-06,24.516026973724365,28.203125,49.945762634277344,0.0,11.0,0.0,0.01250000111758709,0.06666667014360428,0.0,0.01250000111758709,0.06666667014360428,0.0,-0.09743232280015945,2.015489339828491,-0.46511295437812805,-0.09743232280015945,2.015489339828491,-0.46511295437812805,249.625,372.0,122.0,0.0625,249.625,372.0,122.0,0.0625,0.0,747.0,747.0,747.0,1.0,61.00396947795525,2.935763027984649,0.009965426754206419,5.806855445727706,2.090800791978836,72.34919829107821,15.2739032243253,0.0006249483728964266,0.36415749691005306,15946.0,72.34919829107821,220.40327158630578,2.0,2.0,2.0,,0.01250000111758709,0.0,0.06666667014360428,0.06666667014360428,True,False,False,False,True,False,True,True,True,True
12.0,7765.0,7765.0,0.0,7765.0,7765.0,7765.0,0.738720715045929,1.0,0.05236354470252991,0.0038246610201895237,0.007586088962852955,0.999706506729126,2.254882335662842,0.7611039876937866,0.0011222416069358587,0.0004258974513504654,2.252622365951538,0.7600813508033752,0.0010225828737020493,0.001649586483836174,0.0036440491676330566,-0.001984119415283203,1.0010244846343994,-0.0005456209182739258,-0.18209517002105713,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,24.516026973724365,28.203125,49.96086502075195,0.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,181.3125,248.0,115.0,0.0625,181.3125,248.0,115.0,0.0625,0.0,304.0,304.0,304.0,1.0,48.00344564393163,2.1215737094171345,0.009892448782920837,3.422619395889342,2.0839177551679313,56.14214310515672,16.547206357784084,0.0012739792379807904,0.4407751958646931,7765.0,56.14214310515672,138.30964709444402,2.0,2.0,2.0,,1.0,1.0,1.0,0.0,False,False,True,False,True,True,False,False,False,False
13.0,19112.0,19112.0,0.0,19112.0,19112.0,19112.0,0.9379180073738098,1.0,0.05118808150291443,0.004136376082897186,0.00735065620392561,0.9997302293777466,2.6539816856384277,0.9379153847694397,5.314797454047948e-05,0.00045762964873574674,2.655010223388672,0.9379129409790039,2.4437904357910156e-06,0.0017717331647872925,0.003718554973602295,-0.004044175148010254,1.0000046491622925,0.001730203628540039,0.39017999172210693,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,24.516026973724365,28.203125,49.96253967285156,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.5,508.0,103.0,0.0625,253.5,508.0,103.0,0.0625,0.0,941.0,941.0,941.0,1.0,178.01249531889334,3.305378352291882,0.010595029219985008,6.918680869974196,2.104210138320923,190.85259912116453,43.88868227783367,0.0005543652794048246,0.36200716146788386,19112.0,190.85259912116453,100.14010858645194,2.0,2.0,2.0,,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False
14.0,8864.0,8864.0,0.0,8864.0,8864.0,8864.0,0.7808193564414978,1.0,0.07759898900985718,0.004535168409347534,0.008444653823971748,0.999640703201294,2.3123514652252197,0.8226823806762695,0.0008920367108657956,0.0005088284378871322,2.3111343383789062,0.8219723701477051,0.0007100515067577362,0.002185303717851639,0.0060089826583862305,-0.0037729740142822266,1.0007137060165405,0.00025463104248046875,0.1833200454711914,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,24.516026973724365,28.203125,49.993831634521484,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,262.0,88.0,0.0625,187.0,262.0,88.0,0.0625,0.0,367.0,367.0,367.0,1.0,1123.068769454956,2.239946100860834,0.010152015835046768,3.768169983290136,2.5898161651566625,1132.1797201759182,375.35720904243186,0.001145308645650583,0.4251094295228041,8864.0,1132.1797201759182,7.829145710738143,2.0,2.0,2.0,,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False
15.0,14486.0,14486.0,0.0,14486.0,14486.0,14486.0,0.7891566157341003,1.0,0.056127071380615234,0.004437234718352556,0.007959865033626556,0.999660849571228,2.2174224853515625,0.7770248651504517,0.0006023591267876327,0.0004603794659487903,2.217315196990967,0.7768025398254395,0.00022234581410884857,0.0015581455081701279,0.004122495651245117,-0.004342496395111084,1.0002244710922241,0.000637054443359375,0.3199489116668701,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,24.516026973724365,28.203125,49.99135971069336,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.375,464.0,80.0,0.0625,258.375,464.0,80.0,0.0625,0.0,647.0,647.0,647.0,1.0,53.00406347028911,2.8528785197995603,0.00979404291138053,5.544683534186333,2.0928397411480546,64.00661725411192,12.821495759624845,0.0006761040253610747,0.3827615307321782,14486.0,64.00661725411192,226.32034969898976,2.0,2.0,2.0,,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False
16.0,12991.0,12991.0,0.0,12991.0,12991.0,12991.0,0.8405124545097351,1.0,0.05019301176071167,0.004400865640491247,0.007799503859132528,0.9996806979179382,2.4818012714385986,0.8782178163528442,0.0001426953385816887,0.00048144374159164727,2.4814202785491943,0.878237247467041,-1.947954297065735e-05,0.0017532594501972198,0.004270792007446289,-0.0048972368240356445,0.9999830722808838,0.001641988754272461,0.3912285566329956,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,24.516026973724365,28.203125,50.03700637817383,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.9375,463.0,129.0,0.0625,253.9375,463.0,129.0,0.0625,0.0,558.0,558.0,558.0,1.0,53.00390465511009,2.7132028159685433,0.0106813320890069,5.141854875721037,2.0868143499828875,63.45727996900678,13.045509390871299,0.000822210152336764,0.3958013144269908,12991.0,63.45727996900678,204.72040412612935,2.0,2.0,2.0,,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False
17.0,16910.0,16910.0,0.0,16910.0,16910.0,16910.0,0.7181463241577148,1.0,0.05782639980316162,0.004424978978931904,0.008018660359084606,0.9996329545974731,2.2407350540161133,0.7673169374465942,0.0004976034979335964,0.00046497772564180195,2.2390878200531006,0.7666059732437134,0.0007109455764293671,0.0013770721852779388,0.004226744174957275,-0.0013567805290222168,1.0007127523422241,0.0008639097213745117,-0.02340400218963623,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,24.516026973724365,28.203125,49.997886657714844,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.875,497.0,102.0,0.0625,254.875,497.0,102.0,0.0625,0.0,802.0,802.0,802.0,1.0,1158.070360835176,3.0941348881460726,0.010237702168524265,6.294134139083326,2.101830116007477,1170.079760922119,283.97998058734083,0.0006054229549689098,0.3722137279174054,16910.0,1170.079760922119,14.452006234748929,2.0,2.0,2.0,,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False
18.0,15727.0,15727.0,0.0,15727.0,15727.0,15727.0,0.7561433911323547,1.0,0.05985057353973389,0.0044296784326434135,0.008039676584303379,0.9996495246887207,2.28202223777771,0.7967053651809692,-0.0001770986564224586,0.000467103673145175,2.283409833908081,0.7971566319465637,-0.0004512369632720947,0.0015691034495830536,0.0034804940223693848,-0.0031631290912628174,0.9995507001876831,0.0022298097610473633,0.3851478099822998,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,24.516026973724365,28.203125,50.033164978027344,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.9375,512.0,128.0,0.0625,229.9375,512.0,128.0,0.0625,0.0,753.0,753.0,753.0,1.0,73.00509975012392,2.965313207823783,0.010366279166191816,5.9053539340384305,2.0837004012428224,84.4676422518678,19.843734642599596,0.0006591390071972923,0.3754914436344141,15727.0,84.4676422518678,186.18964115400337,2.0,2.0,2.0,,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False
19.0,10730.0,10730.0,0.0,10730.0,10730.0,10730.0,0.7535070776939392,1.0,0.05802875757217407,0.004295021295547485,0.007838848046958447,0.9996700882911682,2.198636054992676,0.770599365234375,0.0008142908336594701,0.0004458932380657643,2.197878360748291,0.7702112793922424,0.0003881491720676422,0.0014060325920581818,0.004247486591339111,-0.003936409950256348,1.0003900527954102,0.0001506805419921875,0.08380043506622314,0.0,0.0,0.0,0.045665863901376724,0.045665860176086426,0.14797188341617584,1e-06,24.516026973724365,28.203125,50.034202575683594,0.0,19.0,0.0,0.07083334028720856,0.6666666865348816,0.0,0.07083334028720856,0.6666666865348816,0.0,-0.04566585645079613,3.411712169647217,-0.40558817982673645,-0.04566585645079613,3.411712169647217,-0.40558817982673645,251.625,512.0,106.0,0.0625,251.625,512.0,106.0,0.0625,0.0,419.0,419.0,419.0,1.0,58.004475459922105,2.5276454580016434,0.010602280963212252,4.588271134067327,2.0958151682280004,67.72781017888337,14.407470307978665,0.0009880970142788679,0.4276114756819503,10730.0,67.72781017888337,158.4282729894827,2.0,2.0,2.0,,0.07083334028720856,0.0,0.6666666865348816,0.6666666865348816,True,False,False,False,True,False,True,True,True,True
20.0,8785.0,8785.0,0.0,8785.0,8785.0,8785.0,0.6706081032752991,1.0,0.050015032291412354,0.0037879515439271927,0.00717971520498395,0.9997032880783081,1.9997721910476685,0.6735144853591919,0.000521073117852211,0.000380120356567204,1.9981178045272827,0.6726849675178528,0.0008295215666294098,0.001566227525472641,0.0035053491592407227,-0.002231776714324951,1.000831127166748,0.0004788637161254883,0.12399816513061523,0.0,0.0,0.0,0.04086238890886307,0.040862396359443665,0.15472358465194702,1e-06,24.516026973724365,28.203125,50.01325225830078,0.0,20.0,0.0,0.7041666507720947,0.8666666746139526,0.0,0.7041666507720947,0.8666666746139526,0.0,-0.04086242616176605,0.7923911213874817,-3.433694362640381,-0.04086242616176605,0.7923911213874817,-3.433694362640381,218.0625,356.0,106.0,0.0625,218.0625,356.0,106.0,0.0625,0.0,331.0,331.0,331.0,1.0,53.00420966697857,2.269550890196115,0.011351172812283039,3.8995078429579735,2.0849010297097266,61.76966834394261,15.191805579529541,0.001292108458996362,0.4438825091585627,8785.0,61.76966834394261,142.22190656883288,2.0,2.0,2.0,,0.7041666507720947,0.0,0.8666666746139526,0.8666666746139526,True,False,False,False,True,False,True,True,True,True
21.0,11002.0,11002.0,0.0,11002.0,11002.0,11002.0,0.7300565242767334,1.0,0.05989861488342285,0.004262065049260855,0.007840034551918507,0.999657392501831,2.1535465717315674,0.7547298073768616,0.0003690207959152758,0.00043119757901877165,2.15229868888855,0.7541629672050476,0.0005667842924594879,0.0015946142375469208,0.003366529941558838,-0.0031453371047973633,1.0005685091018677,0.0009905099868774414,0.13520503044128418,0.0,0.0,0.0,0.12601829320192337,0.12601828575134277,0.1486298143863678,1e-06,24.516026973724365,28.203125,50.055294036865234,0.0,21.0,0.0,0.4125000238418579,1.0,0.0,0.4125000238418579,1.0,0.0,-0.12601830065250397,1.587146520614624,-1.1143795251846313,-0.12601830065250397,1.587146520614624,-1.1143795251846313,281.625,512.0,73.0,0.0625,281.625,512.0,73.0,0.0625,0.0,406.0,406.0,406.0,1.0,45.003671252168715,2.56550448294729,0.010960869025439024,4.697769441176206,2.074926496949047,54.854746748227626,9.987499168257592,0.0009962615002216892,0.426992314231613,11002.0,54.854746748227626,200.5660522050533,2.0,2.0,2.0,,0.4125000238418579,0.0,1.0,1.0,True,False,False,False,True,True,True,True,True,True
