problem_id,difficulty,pattern,direct_passed,self_plan_passed,teacher_plan_passed,direct_test_pass_ratio,self_plan_test_pass_ratio,teacher_plan_test_pass_ratio
abc378_b,easy,F-F-F,False,False,False,0.0,0.0,0.0
abc378_a,easy,F-F-F,False,False,False,0.0,0.627906976744186,0.3953488372093023
abc377_b,easy,F-F-F,False,False,False,0.17647058823529413,0.0,0.23529411764705882
abc377_a,easy,P-F-P,True,False,True,1.0,0.9444444444444444,1.0
abc376_a,easy,F-F-P,False,False,True,0.17647058823529413,0.35294117647058826,1.0
abc375_b,easy,F-F-F,False,False,False,0.07142857142857142,0.14285714285714285,0.07142857142857142
abc375_a,easy,F-P-F,False,True,False,0.6956521739130435,1.0,0.6956521739130435
abc374_b,easy,F-F-F,False,False,False,0.76,0.76,0.68
abc374_a,easy,P-P-P,True,True,True,1.0,1.0,1.0
abc373_a,easy,F-F-P,False,False,True,0.0,0.05,1.0
abc373_b,easy,F-F-P,False,False,True,0.0,0.05,1.0
abc372_a,easy,P-P-P,True,True,True,1.0,1.0,1.0
abc371_b,easy,F-F-F,False,False,False,0.1875,0.25,0.0
abc371_a,easy,F-F-F,False,False,False,0.0,0.0,0.0
abc370_a,easy,F-F-P,False,False,True,0.75,0.5,1.0
abc370_b,easy,F-F-P,False,False,True,0.0625,0.0625,1.0
abc369_a,easy,F-F-F,False,False,False,0.5833333333333334,0.3333333333333333,0.8333333333333334
abc369_b,easy,F-F-F,False,False,False,0.0,0.0,0.0
abc368_a,easy,P-F-P,True,False,True,1.0,0.2,1.0
abc368_b,easy,F-F-P,False,False,True,0.13333333333333333,0.0,1.0
abc367_a,easy,F-F-P,False,False,True,0.21428571428571427,0.5714285714285714,1.0
abc367_b,easy,P-F-P,True,False,True,1.0,0.13636363636363635,1.0
abc366_b,easy,F-F-F,False,False,False,0.0,0.0,0.0
abc366_a,easy,F-F-F,False,False,False,0.23809523809523808,0.0,0.42857142857142855
abc365_b,easy,F-F-F,False,False,False,0.26666666666666666,0.2,0.06666666666666667
abc365_a,easy,P-P-P,True,True,True,1.0,1.0,1.0
abc364_b,easy,F-F-F,False,False,False,0.38095238095238093,0.19047619047619047,0.14285714285714285
abc364_a,easy,F-F-F,False,False,False,0.8421052631578947,0.8421052631578947,0.631578947368421
abc363_a,easy,F-F-F,False,False,False,0.0,0.6428571428571429,0.14285714285714285
abc363_b,easy,F-F-P,False,False,True,0.5217391304347826,0.21739130434782608,1.0
abc362_a,easy,F-F-F,False,False,False,0.0,0.0,0.0
abc362_b,easy,P-F-P,True,False,True,1.0,0.17391304347826086,1.0
abc361_a,easy,P-F-F,True,False,False,1.0,0.16666666666666666,0.16666666666666666
abc360_b,easy,F-F-F,False,False,False,0.34782608695652173,0.34782608695652173,0.0
abc360_a,easy,P-P-P,True,True,True,1.0,1.0,1.0
abc359_b,easy,F-F-F,False,False,False,0.0,0.0,0.0
abc359_a,easy,P-P-P,True,True,True,1.0,1.0,1.0
abc358_b,easy,F-F-F,False,False,False,0.0,0.0,0.0
abc358_a,easy,P-P-P,True,True,True,1.0,1.0,1.0
abc357_a,easy,F-F-P,False,False,True,0.7368421052631579,0.631578947368421,1.0
abc357_b,easy,P-P-P,True,True,True,1.0,1.0,1.0
abc356_a,easy,P-P-F,True,True,False,1.0,1.0,0.5
abc356_b,easy,P-P-P,True,True,True,1.0,1.0,1.0
abc355_b,easy,F-F-P,False,False,True,0.6,0.95,1.0
abc355_a,easy,P-P-P,True,True,True,1.0,1.0,1.0
abc354_b,easy,P-F-F,True,False,False,1.0,0.0,0.07142857142857142
abc354_a,easy,F-F-F,False,False,False,0.30434782608695654,0.7391304347826086,0.0
abc353_b,easy,F-F-P,False,False,True,0.0,0.0,1.0
abc353_a,easy,F-F-P,False,False,True,0.26666666666666666,0.26666666666666666,1.0
abc352_a,easy,F-P-F,False,True,False,0.6666666666666666,1.0,0.0
abc352_b,easy,F-F-P,False,False,True,0.045454545454545456,0.22727272727272727,1.0
abc351_a,easy,F-F-P,False,False,True,0.0,0.0,1.0
abc351_b,easy,P-P-F,True,True,False,1.0,1.0,0.0
abc350_a,easy,F-F-P,False,False,True,0.7,0.0,1.0
abc350_b,easy,F-F-F,False,False,False,0.0,0.0,0.0
abc349_a,easy,F-F-P,False,False,True,0.1,0.0,1.0
abc349_b,easy,F-F-P,False,False,True,0.7647058823529411,0.5294117647058824,1.0
abc348_b,easy,F-P-P,False,True,True,0.8636363636363636,1.0,1.0
abc348_a,easy,P-P-P,True,True,True,1.0,1.0,1.0
abc400_c,medium,F-F-P,False,False,True,0.046511627906976744,0.0,1.0
abc400_d,medium,F-F-F,False,False,False,0.0,0.0,0.045454545454545456
abc399_d,medium,F-F-F,False,False,False,0.0,0.0,0.0
abc399_c,medium,F-F-P,False,False,True,0.0,0.06976744186046512,1.0
arc195_a,medium,F-F-F,False,False,False,0.8837209302325582,0.7906976744186046,0.23255813953488372
abc398_b,medium,F-F-F,False,False,False,0.7954545454545454,0.18181818181818182,0.5454545454545454
abc398_c,medium,F-F-F,False,False,False,0.11904761904761904,0.047619047619047616,0.11904761904761904
abc397_c,medium,F-F-F,False,False,False,0.09523809523809523,0.09523809523809523,0.0
abc397_b,medium,F-F-F,False,False,False,0.0,0.09302325581395349,0.18604651162790697
arc194_a,medium,F-F-F,False,False,False,0.3488372093023256,0.046511627906976744,0.046511627906976744
abc396_c,medium,F-F-F,False,False,False,0.16279069767441862,0.11627906976744186,0.06976744186046512
abc396_d,medium,F-F-F,False,False,False,0.0,0.0,0.0
abc395_c,medium,F-F-F,False,False,False,0.6511627906976745,0.6511627906976745,0.8372093023255814
abc394_c,medium,P-P-F,True,True,False,1.0,1.0,0.4186046511627907
abc394_d,medium,P-F-P,True,False,True,1.0,0.5581395348837209,1.0
arc192_a,medium,F-F-F,False,False,False,0.09302325581395349,0.0,0.6046511627906976
abc392_d,medium,F-F-F,False,False,False,0.0,0.0,0.047619047619047616
abc392_c,medium,F-F-F,False,False,False,0.09523809523809523,0.0,0.0
abc391_d,medium,F-F-F,False,False,False,0.07142857142857142,0.07142857142857142,0.0
arc191_a,medium,F-F-F,False,False,False,0.11627906976744186,0.0,0.0
abc390_d,medium,F-F-F,False,False,False,0.06976744186046512,0.20930232558139536,0.0
abc390_c,medium,F-F-F,False,False,False,0.7674418604651163,0.6511627906976745,0.813953488372093
abc389_d,medium,F-F-F,False,False,False,0.0,0.0,0.0
abc388_d,medium,F-F-F,False,False,False,0.0,0.023255813953488372,0.023255813953488372
abc388_c,medium,F-F-F,False,False,False,0.0,0.0,0.0
abc387_c,medium,F-F-F,False,False,False,0.6976744186046512,0.0,0.0
abc386_c,medium,F-F-F,False,False,False,0.8695652173913043,0.15217391304347827,0.0
abc385_c,medium,F-F-F,False,False,False,0.627906976744186,0.627906976744186,0.6046511627906976
abc384_d,medium,F-F-F,False,False,False,0.8409090909090909,0.8409090909090909,0.7727272727272727
abc384_c,medium,F-F-F,False,False,False,0.0,0.0,0.0
arc189_a,medium,F-F-F,False,False,False,0.42857142857142855,0.47619047619047616,0.0
abc383_c,medium,F-F-F,False,False,False,0.3953488372093023,0.046511627906976744,0.3488372093023256
abc383_b,medium,F-F-F,False,False,False,0.023255813953488372,0.6744186046511628,0.4883720930232558
abc383_d,medium,F-F-F,False,False,False,0.0,0.023809523809523808,0.0
abc382_c,medium,F-F-F,False,False,False,0.046511627906976744,0.0,0.0
abc381_c,medium,F-F-F,False,False,False,0.18604651162790697,0.3953488372093023,0.627906976744186
abc380_c,medium,F-F-F,False,False,False,0.0,0.0,0.0
abc380_d,medium,F-F-F,False,False,False,0.023255813953488372,0.023255813953488372,0.0
abc379_c,medium,F-F-F,False,False,False,0.8095238095238095,0.11904761904761904,0.8095238095238095
abc379_d,medium,P-F-F,True,False,False,1.0,0.0,0.047619047619047616
abc378_c,medium,F-F-P,False,False,True,0.3333333333333333,0.3333333333333333,1.0
abc377_c,medium,F-F-F,False,False,False,0.0,0.08571428571428572,0.14285714285714285
abc377_d,medium,F-F-F,False,False,False,0.0,0.0,0.03125
abc376_b,medium,F-F-F,False,False,False,0.0,0.0,0.0
abc376_d,medium,F-F-F,False,False,False,0.0,0.1794871794871795,0.0
abc376_c,medium,F-F-F,False,False,False,0.13333333333333333,0.13333333333333333,0.0
abc375_c,medium,F-F-F,False,False,False,0.1111111111111111,0.0,0.027777777777777776
abc375_d,medium,F-F-F,False,False,False,0.08823529411764706,0.08823529411764706,0.14705882352941177
abc374_c,medium,F-F-F,False,False,False,0.06666666666666667,0.0,0.0
abc374_d,medium,F-F-F,False,False,False,0.0,0.0,0.0
abc373_c,medium,F-F-F,False,False,False,0.25,0.55,0.95
abc372_c,medium,F-F-F,False,False,False,0.5294117647058824,0.0,0.058823529411764705
abc372_d,medium,F-F-F,False,False,False,0.0,0.07142857142857142,0.10714285714285714
abc371_d,medium,F-F-F,False,False,False,0.0,0.0,0.0
abc371_c,medium,F-F-F,False,False,False,0.0,0.0,0.0
abc370_c,medium,F-F-F,False,False,False,0.0,0.0,0.047619047619047616
abc370_d,medium,F-F-F,False,False,False,0.0,0.3333333333333333,0.0
abc369_d,medium,F-F-F,False,False,False,0.0,0.14814814814814814,0.0
abc369_c,medium,F-F-F,False,False,False,0.0,0.0,0.0
arc183_a,medium,F-F-F,False,False,False,0.06896551724137931,0.034482758620689655,0.06896551724137931
abc368_c,medium,F-F-F,False,False,False,0.23809523809523808,0.23809523809523808,0.0
abc367_d,medium,F-F-F,False,False,False,0.03571428571428571,0.0,0.0
abc367_c,medium,F-F-F,False,False,False,0.8095238095238095,0.0,0.19047619047619047
abc366_d,medium,F-F-F,False,False,False,0.0,0.0,0.0
abc366_c,medium,F-F-F,False,False,False,0.5,0.45,0.0
arc181_a,medium,F-F-F,False,False,False,0.21052631578947367,0.15789473684210525,0.631578947368421
abc365_d,medium,F-F-F,False,False,False,0.0,0.0,0.0
abc365_c,medium,F-F-F,False,False,False,0.7391304347826086,0.30434782608695654,0.2608695652173913
abc364_c,medium,F-F-F,False,False,False,0.2608695652173913,0.0,0.0
abc363_c,medium,F-F-F,False,False,False,0.41935483870967744,0.0,0.06451612903225806
abc363_d,medium,F-F-F,False,False,False,0.05,0.05,0.05
abc362_c,medium,F-F-F,False,False,False,0.0,0.16129032258064516,0.0967741935483871
abc361_b,medium,F-F-F,False,False,False,0.6818181818181818,0.7272727272727273,0.36363636363636365
abc361_c,medium,F-F-F,False,False,False,0.25806451612903225,0.0,0.1935483870967742
abc360_c,medium,F-F-P,False,False,True,0.0,0.0,1.0
abc360_d,medium,F-F-F,False,False,False,0.0,0.0,0.0
abc359_c,medium,F-F-F,False,False,False,0.1935483870967742,0.0,0.0
abc358_c,medium,F-F-P,False,False,True,0.08695652173913043,0.13043478260869565,1.0
abc358_d,medium,F-F-F,False,False,False,0.5217391304347826,0.5217391304347826,0.391304347826087
abc357_c,medium,F-F-F,False,False,False,0.1111111111111111,0.1111111111111111,0.0
abc357_d,medium,F-F-F,False,False,False,0.0,0.17391304347826086,0.9130434782608695
abc356_d,medium,F-F-F,False,False,False,0.16129032258064516,0.16129032258064516,0.1935483870967742
abc356_c,medium,F-F-F,False,False,False,0.0,0.0,0.0
abc355_c,medium,F-F-F,False,False,False,0.03571428571428571,0.0,0.0
abc355_d,medium,F-F-F,False,False,False,0.0,0.0,0.0
abc354_c,medium,F-F-F,False,False,False,0.0,0.0,0.0
abc353_c,medium,F-F-F,False,False,False,0.09090909090909091,0.045454545454545456,0.09090909090909091
abc353_d,medium,F-F-F,False,False,False,0.13636363636363635,0.13636363636363635,0.0
abc352_c,medium,F-F-P,False,False,True,0.0,0.0,1.0
abc351_c,medium,F-F-F,False,False,False,0.14814814814814814,0.18518518518518517,0.2222222222222222
abc350_d,medium,F-F-F,False,False,False,0.10714285714285714,0.0,0.17857142857142858
abc349_c,medium,F-F-F,False,False,False,0.5,0.5,0.5714285714285714
abc348_c,medium,F-F-P,False,False,True,0.18181818181818182,0.0,1.0
abc347_c,medium,F-F-F,False,False,False,0.5,0.42857142857142855,0.0
abc346_d,medium,F-F-F,False,False,False,0.0,0.043478260869565216,0.0
abc346_c,medium,F-F-F,False,False,False,0.22727272727272727,0.3181818181818182,0.3181818181818182
abc344_c,medium,F-F-F,False,False,False,0.09523809523809523,0.047619047619047616,0.0
abc343_c,medium,F-F-F,False,False,False,0.7333333333333333,0.0,0.7333333333333333
abc343_d,medium,F-F-F,False,False,False,0.0,0.06666666666666667,0.06666666666666667
abc342_c,medium,F-F-F,False,False,False,0.6666666666666666,0.2,0.0
arc196_b,hard,F-F-F,False,False,False,0.0,0.0,0.0
arc196_c,hard,F-F-F,False,False,False,0.2558139534883721,0.0,0.0
arc196_a,hard,F-F-F,False,False,False,0.37209302325581395,0.23255813953488372,0.0
arc196_d,hard,F-F-F,False,False,False,0.0,0.0,0.0
abc400_e,hard,F-F-F,False,False,False,0.0,0.0,0.0
abc400_g,hard,F-F-F,False,False,False,0.0,0.0,0.0
abc399_e,hard,F-F-F,False,False,False,0.13636363636363635,0.5681818181818182,0.5454545454545454
abc399_f,hard,F-F-F,False,False,False,0.0,0.11627906976744186,0.046511627906976744
arc195_e,hard,F-F-F,False,False,False,0.0,0.023255813953488372,0.0
arc195_b,hard,F-F-F,False,False,False,0.7674418604651163,0.6046511627906976,0.11627906976744186
arc195_c,hard,F-F-F,False,False,False,0.0,0.0,0.0
arc195_d,hard,F-F-F,False,False,False,0.0,0.0,0.0
abc398_f,hard,F-F-F,False,False,False,0.0,0.09302325581395349,0.0
abc398_d,hard,F-F-F,False,False,False,0.9534883720930233,0.9534883720930233,0.8837209302325582
abc398_g,hard,F-F-F,False,False,False,0.7674418604651163,0.5581395348837209,0.3023255813953488
abc397_d,hard,F-F-F,False,False,False,0.046511627906976744,0.16279069767441862,0.0
abc397_f,hard,F-F-F,False,False,False,0.0,0.0,0.0
abc397_g,hard,F-F-F,False,False,False,0.0,0.4883720930232558,0.16279069767441862
abc397_e,hard,F-F-F,False,False,False,0.0,0.4523809523809524,0.40476190476190477
arc194_c,hard,F-F-F,False,False,False,0.0,0.18604651162790697,0.0
arc194_b,hard,F-F-F,False,False,False,0.09302325581395349,0.0,0.0
arc194_e,hard,F-F-F,False,False,False,0.9523809523809523,0.5,0.8571428571428571
arc194_d,hard,F-F-F,False,False,False,0.38095238095238093,0.35714285714285715,0.0
abc396_g,hard,F-F-F,False,False,False,0.1388888888888889,0.0,0.0
abc396_f,hard,F-F-F,False,False,False,0.5813953488372093,0.0,0.0
abc396_e,hard,F-F-F,False,False,False,0.16279069767441862,0.23255813953488372,0.4418604651162791
abc395_f,hard,F-F-F,False,False,False,0.0,0.022727272727272728,0.0
abc395_e,hard,F-F-F,False,False,False,0.29545454545454547,0.9318181818181818,0.0
arc193_b,hard,F-F-F,False,False,False,0.0,0.0,0.0
arc193_a,hard,F-F-F,False,False,False,0.0,0.0,0.0
arc193_d,hard,F-F-F,False,False,False,0.0,0.0,0.0
abc394_f,hard,F-F-F,False,False,False,0.0,0.3488372093023256,0.0
abc394_g,hard,F-F-F,False,False,False,0.0,0.0,0.0
abc394_e,hard,F-F-F,False,False,False,0.07142857142857142,0.07142857142857142,0.0
abc393_f,hard,F-F-F,False,False,False,0.023809523809523808,0.0,0.0
abc393_e,hard,F-F-F,False,False,False,0.11627906976744186,0.046511627906976744,0.13953488372093023
abc393_d,hard,F-F-F,False,False,False,0.27906976744186046,0.3488372093023256,0.0
arc192_e,hard,F-F-F,False,False,False,0.046511627906976744,0.0,0.046511627906976744
arc192_b,hard,F-F-F,False,False,False,0.3488372093023256,0.5348837209302325,0.5581395348837209
arc192_d,hard,F-F-F,False,False,False,0.0,0.0,0.06976744186046512
abc392_g,hard,F-F-F,False,False,False,0.06976744186046512,0.7906976744186046,0.023255813953488372
abc392_f,hard,F-F-F,False,False,False,0.09523809523809523,0.09523809523809523,0.0
abc391_f,hard,F-F-F,False,False,False,0.18604651162790697,0.06976744186046512,0.11627906976744186
abc391_e,hard,F-F-F,False,False,False,0.5476190476190477,0.0,0.0
abc391_g,hard,F-F-F,False,False,False,0.0,0.0,0.0
arc191_d,hard,F-F-F,False,False,False,0.13953488372093023,0.11627906976744186,0.32558139534883723
arc191_c,hard,F-F-F,False,False,False,0.0,0.0,0.5
abc390_e,hard,F-F-F,False,False,False,0.0,0.0,0.47619047619047616
abc390_g,hard,F-F-F,False,False,False,0.023255813953488372,0.0,0.0
abc390_f,hard,F-F-F,False,False,False,0.0,0.06976744186046512,0.0
abc389_g,hard,F-F-F,False,False,False,0.0,0.0,0.0
abc389_f,hard,F-F-F,False,False,False,0.06976744186046512,0.0,0.0
abc389_e,hard,F-F-F,False,False,False,0.023809523809523808,0.023809523809523808,0.0
arc190_c,hard,F-F-F,False,False,False,0.0,0.0,0.0
arc190_a,hard,F-F-F,False,False,False,0.0,0.0,0.0
arc190_d,hard,F-F-F,False,False,False,0.023255813953488372,0.0,0.0
abc388_g,hard,F-F-F,False,False,False,0.023809523809523808,0.0,0.0
abc388_f,hard,F-F-F,False,False,False,0.627906976744186,0.023255813953488372,0.0
abc388_e,hard,F-F-F,False,False,False,0.046511627906976744,0.13953488372093023,0.11627906976744186
abc387_f,hard,F-F-F,False,False,False,0.0,0.0,0.0
abc386_e,hard,F-F-F,False,False,False,0.0,0.0,0.09523809523809523
abc386_d,hard,F-F-F,False,False,False,0.0,0.45454545454545453,0.0
abc386_f,hard,F-F-F,False,False,False,0.813953488372093,0.7674418604651163,0.3953488372093023
abc385_f,hard,F-F-F,False,False,False,0.1590909090909091,0.0,0.0
abc385_d,hard,F-F-F,False,False,False,0.023809523809523808,0.0,0.0
abc385_e,hard,F-F-F,False,False,False,0.0,0.13953488372093023,0.0
abc384_g,hard,F-F-F,False,False,False,0.0,0.0,0.0
abc384_e,hard,F-F-F,False,False,False,0.9302325581395349,0.9302325581395349,0.0
abc384_f,hard,F-F-F,False,False,False,0.0,0.0,0.0
arc189_c,hard,F-F-F,False,False,False,0.6590909090909091,0.6818181818181818,0.0
arc189_d,hard,F-F-F,False,False,False,0.047619047619047616,0.047619047619047616,0.0
arc189_b,hard,F-F-F,False,False,False,0.047619047619047616,0.047619047619047616,0.0
abc383_e,hard,F-F-F,False,False,False,0.0,0.0,0.0
abc382_d,hard,F-F-F,False,False,False,0.0,0.0,0.0
abc382_f,hard,F-F-F,False,False,False,0.37209302325581395,0.16279069767441862,0.11627906976744186
abc382_g,hard,F-F-F,False,False,False,0.0,0.0,0.0
arc188_c,hard,F-F-F,False,False,False,0.11627906976744186,0.5348837209302325,0.6046511627906976
arc188_b,hard,F-F-F,False,False,False,0.0,0.0,0.0
arc188_d,hard,F-F-F,False,False,False,0.023809523809523808,0.19047619047619047,0.0
arc188_a,hard,F-F-F,False,False,False,0.627906976744186,0.627906976744186,0.0
abc381_e,hard,F-F-F,False,False,False,0.12195121951219512,0.0975609756097561,0.6585365853658537
abc381_d,hard,F-F-F,False,False,False,0.06976744186046512,0.046511627906976744,0.023255813953488372
arc187_b,hard,F-F-F,False,False,False,0.023255813953488372,0.0,0.0
abc380_e,hard,F-F-F,False,False,False,0.0,0.0,0.0
abc380_f,hard,F-F-F,False,False,False,0.023255813953488372,0.627906976744186,0.046511627906976744
abc380_g,hard,F-F-F,False,False,False,0.16279069767441862,0.0,0.0
abc379_e,hard,F-F-F,False,False,False,0.047619047619047616,0.047619047619047616,0.0
abc379_g,hard,F-F-F,False,False,False,0.0,0.11627906976744186,0.0
abc379_f,hard,F-F-F,False,False,False,0.047619047619047616,0.0,0.0
abc378_e,hard,F-F-F,False,False,False,0.09523809523809523,0.09523809523809523,0.0
abc378_d,hard,F-F-P,False,False,True,0.627906976744186,0.27906976744186046,1.0
abc378_f,hard,F-F-F,False,False,False,0.23255813953488372,0.4883720930232558,0.3953488372093023
abc378_g,hard,F-F-F,False,False,False,0.0,0.0,0.0
arc186_a,hard,F-F-F,False,False,False,0.11904761904761904,0.047619047619047616,0.0
arc186_d,hard,F-F-F,False,False,False,0.06818181818181818,0.0,0.0
arc186_b,hard,F-F-F,False,False,False,0.09523809523809523,0.0,0.023809523809523808
arc186_e,hard,F-F-F,False,False,False,0.022727272727272728,0.8636363636363636,0.75
arc186_c,hard,F-F-F,False,False,False,0.0,0.0,0.0
abc377_g,hard,F-F-F,False,False,False,0.0,0.0,0.0
abc377_f,hard,F-F-F,False,False,False,0.0,0.20930232558139536,0.0
