problem_id,title,difficulty,passed_direct,status_direct,test_pass_ratio_direct,prompt_tokens_direct,completion_tokens_direct,total_tokens_direct,generation_time_direct,execution_time_direct,total_runtime_direct,passed_self_plan,status_self_plan,test_pass_ratio_self_plan,prompt_tokens_self_plan,completion_tokens_self_plan,total_tokens_self_plan,generation_time_self_plan,execution_time_self_plan,total_runtime_self_plan,passed_teacher_plan,status_teacher_plan,test_pass_ratio_teacher_plan,prompt_tokens_teacher_plan,completion_tokens_teacher_plan,total_tokens_teacher_plan,generation_time_teacher_plan,execution_time_teacher_plan,total_runtime_teacher_plan,direct_self_teacher_pattern
abc301_d,Bitmask,medium,False,TIMEOUT,0.13333333333333333,462,182,644,1.6765583549859002,35.06121043598978,36.73776879097568,False,RUNTIME_ERROR,0.26666666666666666,1252,546,1798,4.995031649013981,0.07566041604150087,5.070692065055482,False,WRONG_ANSWER,0.0,677,173,850,1.5894980870070867,0.07344506401568651,1.6629431510227732,F-F-F
abc301_e,Pac,hard,False,WRONG_ANSWER,0.3333333333333333,831,453,1284,4.12725463899551,0.144619764003437,4.271874402998947,False,RUNTIME_ERROR,0.0,1964,797,2761,7.311161354009528,0.18133476097136736,7.492496114980895,False,RUNTIME_ERROR,0.0,1110,759,1869,6.943036217009649,0.12007173401070759,7.063107951020356,F-F-F
abc301_f,Anti,hard,False,WRONG_ANSWER,0.0,445,613,1058,5.564022850012407,0.1343199810362421,5.698342831048649,False,RUNTIME_ERROR,0.0,1187,741,1928,6.75231403199723,17.061429075023625,23.813743107020855,False,RUNTIME_ERROR,0.0,822,656,1478,5.963848916988354,0.15094561997102574,6.11479453695938,F-F-F
abc302_a,Attack,easy,True,PASS,1.0,325,49,374,0.4529756379779428,0.07538183103315532,0.5283574690110981,False,WRONG_ANSWER,0.7333333333333333,937,259,1196,2.3782912750029936,0.07725368899991736,2.455544964002911,True,PASS,1.0,490,79,569,0.7334613589919172,0.07454380299896002,0.8080051619908772,P-F-P
abc302_b,Find snuke,medium,False,WRONG_ANSWER,0.0,1060,279,1339,2.5672923289821483,0.08158001897390932,2.6488723479560576,False,WRONG_ANSWER,0.0,2417,723,3140,6.668291710957419,0.15699086402310058,6.82528257498052,False,RUNTIME_ERROR,0.0,1271,325,1596,2.9980542940320447,0.07757792196935043,3.075632216001395,F-F-F
abc302_c,Almost Equal,medium,False,WRONG_ANSWER,0.13333333333333333,427,201,628,1.832580761052668,0.07719672395614907,1.9097774850088172,False,WRONG_ANSWER,0.4666666666666667,1153,448,1601,4.100201713969,0.07816308800829574,4.178364801977295,True,PASS,1.0,612,146,758,1.3445031369919889,0.11032636999152601,1.4548295069835149,F-F-P
abc302_d,Impartial Gift,medium,False,TIMEOUT,0.3125,671,127,798,1.1761762470123358,55.11310430499725,56.289280552009586,False,WRONG_ANSWER,0.5,1606,363,1969,3.3439112159539945,1.0919782950077206,4.435889510961715,True,PASS,1.0,882,254,1136,2.3253696990432218,1.828777902002912,4.154147601046134,F-F-P
abc302_e,Isolation,hard,False,WRONG_ANSWER,0.07142857142857142,699,198,897,1.81802622100804,2.314601260004565,4.132627481012605,False,WRONG_ANSWER,0.0,1636,532,2168,4.873987756029237,1.0623333689873107,5.936321125016548,False,WRONG_ANSWER,0.0,941,240,1181,2.2047751450445503,2.020037753973156,4.2248128990177065,F-F-F
abc302_f,Merge Set,hard,False,WRONG_ANSWER,0.3125,793,311,1104,2.8421260860050097,1.586935970990453,4.429062056995463,False,RUNTIME_ERROR,0.0625,1824,773,2597,7.0851928750635125,2.242087538994383,9.327280414057896,False,RUNTIME_ERROR,0.0,1047,238,1285,2.190401441010181,0.1489896129933186,2.3393910540034994,F-F-F
abc303_a,Similar String,easy,False,WRONG_ANSWER,0.5333333333333333,496,109,605,1.0057447950239293,0.07543377100955695,1.0811785660334863,True,PASS,1.0,1297,432,1729,3.9624871279811487,0.0771767349797301,4.039663862960879,True,PASS,1.0,672,122,794,1.128281324985437,0.07540666399290785,1.203687988978345,F-P-P
abc303_b,Discord,easy,False,WRONG_ANSWER,0.14285714285714285,662,200,862,1.8387006300035864,0.07068697403883561,1.909387604042422,False,RUNTIME_ERROR,0.0,1569,414,1983,3.80425613198895,0.07338741503190249,3.8776435470208526,True,PASS,1.0,838,172,1010,1.5818630380090326,0.0741672069998458,1.6560302450088784,F-F-P
abc303_c,Dash,medium,False,TIMEOUT,0.5,902,194,1096,1.7923825529869646,23.604420777002815,25.39680332998978,False,WRONG_ANSWER,0.7142857142857143,2085,546,2631,5.028602998936549,0.35120980895590037,5.379812807892449,False,WRONG_ANSWER,0.5714285714285714,1106,276,1382,2.5375845519592986,0.24780353700043634,2.785388088959735,F-F-F
abc303_d,Shift vs. CapsLock,medium,False,WRONG_ANSWER,0.4666666666666667,655,275,930,2.5135784010053612,0.07897328201215714,2.5925516830175184,False,RUNTIME_ERROR,0.0,1593,580,2173,5.309888014977332,0.07939282798906788,5.3892808429664,False,WRONG_ANSWER,0.06666666666666667,911,185,1096,1.7074177649919875,0.20405808399664238,1.9114758489886299,F-F-F
abc303_e,A Gift From the Stars,hard,False,RUNTIME_ERROR,0.0,675,407,1082,3.708115083980374,2.91474278800888,6.622857871989254,False,RUNTIME_ERROR,0.0,1570,409,1979,3.7610823969589546,1.648875369981397,5.409957766940352,True,PASS,1.0,901,288,1189,2.6389242879813537,3.0245644209790044,5.663488708960358,F-F-P
abc304_a,First Player,easy,False,RUNTIME_ERROR,0.0,533,132,665,1.2151143760420382,0.07202900596894324,1.2871433820109814,False,WRONG_ANSWER,0.14285714285714285,1344,335,1679,3.0860739669878967,0.07375703903380781,3.1598310060217045,False,WRONG_ANSWER,0.35714285714285715,704,124,828,1.1473331419983879,0.07325996999861673,1.2205931119970046,F-F-F
abc304_b,Subscribers,easy,False,WRONG_ANSWER,0.4375,530,172,702,1.577315253962297,0.08029263699427247,1.6576078909565695,True,PASS,1.0,1319,402,1721,3.6935519620310515,0.08289158099796623,3.7764435430290177,True,PASS,1.0,740,77,817,0.7227707059937529,0.08037703798618168,0.8031477439799346,F-P-P
abc304_c,Virus,medium,False,RUNTIME_ERROR,0.0,634,165,799,1.5166987070115283,0.08231880597304553,1.5990175129845738,False,TIMEOUT,0.06666666666666667,1514,571,2085,5.22576973302057,50.51457441196544,55.74034414498601,False,RUNTIME_ERROR,0.0,845,258,1103,2.361526711960323,0.09608480200404301,2.457611513964366,F-F-F
abc304_d,A Piece of Cake,medium,False,RUNTIME_ERROR,0.0,848,337,1185,3.0780239569721743,0.8620635300176218,3.940087486989796,False,TIMEOUT,0.0,1957,653,2610,5.99327150703175,33.09766354499152,39.09093505202327,False,RUNTIME_ERROR,0.0,1075,305,1380,2.8011090819491073,1.7395746110123582,4.540683692961466,F-F-F
abc304_e,Good Graph,hard,False,TIMEOUT,0.07692307692307693,852,845,1697,7.699035758967511,45.86955968703842,53.56859544600593,False,TIMEOUT,0.0,1965,504,2469,4.638741376984399,60.10158874798799,64.74033012497239,False,RUNTIME_ERROR,0.0,1091,405,1496,3.713678654981777,0.7886617909534834,4.5023404459352605,F-F-F
abc305_a,Water Station,easy,True,PASS,1.0,401,86,487,0.7885283189825714,0.05163686501327902,0.8401651839958504,False,WRONG_ANSWER,0.1,1075,275,1350,2.529012693965342,0.05272074701497331,2.581733440980315,True,PASS,1.0,596,74,670,0.6921484880149364,0.049612249014899135,0.7417607370298356,P-F-P
abc305_b,ABCDEFG,easy,False,WRONG_ANSWER,0.0,387,163,550,1.4846099390415475,0.07161414803704247,1.55622408707859,True,PASS,1.0,1008,307,1315,2.815594940970186,0.07275456498609856,2.8883495059562847,True,PASS,1.0,586,104,690,0.9649757890147157,0.07000198704190552,1.0349777760566212,F-P-P
abc305_c,Snuke the Cookie Picker,medium,False,RUNTIME_ERROR,0.0,698,119,817,1.1034936989890411,0.10721300600562245,1.2107067049946636,False,RUNTIME_ERROR,0.0,1662,385,2047,3.5453301769448444,0.2011526389978826,3.746482815942727,True,PASS,1.0,892,192,1084,1.765558979997877,0.20376133703393862,1.9693203170318156,F-F-P
abc305_d,Sleep Log,hard,False,RUNTIME_ERROR,0.0,1088,144,1232,1.3410713389748707,0.28924669203115627,1.630318031006027,False,RUNTIME_ERROR,0.0,2404,958,3362,8.818618196004536,0.7397267980268225,9.558344994031359,False,RUNTIME_ERROR,0.0,1348,283,1631,2.630801035964396,0.206937758019194,2.83773879398359,F-F-F
abc305_e,Art Gallery on Graph,hard,False,TIMEOUT,0.0,854,830,1684,7.564328763983212,44.5719698399771,52.13629860396031,False,RUNTIME_ERROR,0.0,2011,611,2622,5.61952691397164,0.9989757430157624,6.618502656987403,False,TIMEOUT,0.2,1127,343,1470,3.1517750219791196,41.83005780901294,44.98183283099206,F-F-F
abc306_a,Echo,easy,True,PASS,1.0,280,43,323,0.3988413530169055,0.041584683989640325,0.4404260370065458,True,PASS,1.0,871,292,1163,2.667317465064116,0.04043500596890226,2.707752471033018,True,PASS,1.0,447,51,498,0.47689525299938396,0.04171213100198656,0.5186073840013705,P-P-P
abc306_b,Base 2,easy,False,WRONG_ANSWER,0.14285714285714285,551,78,629,0.7331514900433831,0.07290727901272476,0.8060587690561078,True,PASS,1.0,1318,224,1542,2.078883223934099,0.07013069599634036,2.1490139199304394,True,PASS,1.0,725,89,814,0.829373846994713,0.06925415695877746,0.8986280039534904,F-P-P
abc306_c,Centers,medium,True,PASS,1.0,548,248,796,2.281569317972753,0.5819655840168707,2.863534901989624,False,TIMEOUT,0.2,1333,411,1744,3.774932050029747,52.158738447004,55.933670497033745,False,RUNTIME_ERROR,0.0,740,183,923,1.679275673988741,0.253061069000978,1.932336742989719,P-F-F
abc306_d,Poisonous Full,medium,False,WRONG_ANSWER,0.5333333333333333,1097,570,1667,5.2170145100099035,0.8971581500372849,6.114172660047188,False,WRONG_ANSWER,0.4666666666666667,2450,524,2974,4.837636637035757,0.448063010990154,5.285699648025911,False,WRONG_ANSWER,0.5333333333333333,1371,113,1484,1.0737314129946753,0.42372683802386746,1.4974582510185428,F-F-F
abc306_e,Best Performances,hard,False,TIMEOUT,0.07692307692307693,759,611,1370,5.558903880999424,29.49793526402209,35.05683914502151,False,TIMEOUT,0.07692307692307693,1758,367,2125,3.382969578029588,28.487899487023242,31.87086906505283,False,TIMEOUT,0.0,1024,576,1600,5.261489010008518,10.256858862994704,15.518347873003222,F-F-F
abc307_a,Weekly Records,easy,True,PASS,1.0,637,90,727,0.8388235829770565,0.05203046201495454,0.890854044992011,True,PASS,1.0,1517,315,1832,2.9050363010028377,0.05197546596173197,2.9570117669645697,True,PASS,1.0,796,79,875,0.7412774370168336,0.05272020702250302,0.7939976440393366,P-P-P
abc307_b,racecar,easy,False,WRONG_ANSWER,0.8,514,92,606,0.8536854280391708,0.07883621199289337,0.9325216400320642,True,PASS,1.0,1334,355,1689,3.2651377959991805,0.08191146800527349,3.347049264004454,True,PASS,1.0,715,126,841,1.1653377800248563,0.08011958404676989,1.2454573640716262,F-P-P
abc307_c,Ideal Sheet,medium,False,WRONG_ANSWER,0.5625,1153,519,1672,4.757228962960653,0.08609793800860643,4.843326900969259,False,WRONG_ANSWER,0.5,2633,727,3360,6.719051971973386,0.0833248000126332,6.802376771986019,False,WRONG_ANSWER,0.875,1440,657,2097,6.064052500005346,0.7564415319939144,6.82049403199926,F-F-F
abc307_d,Mismatched Parentheses,medium,False,WRONG_ANSWER,0.3125,404,97,501,0.8894602710497566,0.08939896698575467,0.9788592380355112,False,WRONG_ANSWER,0.5625,1127,426,1553,3.8999930010177195,0.10301472997525707,4.003007730992977,True,PASS,1.0,621,136,757,1.2515288040158339,0.10401757201179862,1.3555463760276325,F-F-P
abc307_e,Distinct Adjacent,hard,False,TIMEOUT,0.2,429,690,1119,6.260113995987922,57.40268775599543,63.66280175198335,False,TIMEOUT,0.26666666666666666,1094,372,1466,3.407427840924356,50.28442366805393,53.69185150897829,True,PASS,1.0,672,224,896,2.04990927799372,0.0787922769668512,2.1287015549605712,F-F-P
abc308_a,New Scheme,easy,True,PASS,1.0,440,177,617,1.6152914129779674,0.08058964798692614,1.6958810609648935,True,PASS,1.0,1128,348,1476,3.1929883339907974,0.07679786201333627,3.2697861960041337,True,PASS,1.0,616,146,762,1.3417733550304547,0.07734666101168841,1.419120016042143,P-P-P
abc308_b,Default Price,easy,False,WRONG_ANSWER,0.08333333333333333,511,122,633,1.1207471049856395,0.06266420695465058,1.18341131194029,False,RUNTIME_ERROR,0.0,1307,340,1647,3.1309230829938315,0.06747119704959914,3.1983942800434306,False,RUNTIME_ERROR,0.0,682,122,804,1.128123709000647,0.0627816739724949,1.190905382973142,F-F-F
abc308_c,Standings,medium,False,WRONG_ANSWER,0.06666666666666667,534,212,746,1.939564448024612,1.7040376550285146,3.6436021030531265,False,WRONG_ANSWER,0.0,1329,307,1636,2.830429700028617,1.5382422599941492,4.368671960022766,False,WRONG_ANSWER,0.0,770,232,1002,2.1268374560168013,8.415902009990532,10.542739466007333,F-F-F
abc308_d,Snuke Maze,medium,False,RUNTIME_ERROR,0.5333333333333333,695,444,1139,4.046152208989952,0.08406676800223067,4.130218976992182,False,RUNTIME_ERROR,0.0,1651,461,2112,4.232571358035784,0.0817765099927783,4.3143478680285625,False,WRONG_ANSWER,0.5333333333333333,946,442,1388,4.0308675930136815,0.09416168800089508,4.1250292810145766,F-F-F
abc308_e,MEX,hard,False,RUNTIME_ERROR,0.06666666666666667,560,633,1193,5.756533152016345,0.44792636000784114,6.2044595120241866,False,RUNTIME_ERROR,0.2,1435,405,1840,3.7196605280041695,1.819517171010375,5.5391776990145445,False,RUNTIME_ERROR,0.06666666666666667,835,196,1031,1.7999657060136087,0.22782262100372463,2.0277883270173334,F-F-F
abc308_f,Vouchers,hard,False,TIMEOUT,0.07142857142857142,516,222,738,2.0288497699657455,55.104542061977554,57.1333918319433,False,WRONG_ANSWER,0.14285714285714285,1258,335,1593,3.0840432050754316,1.4221768919960596,4.506220097071491,False,RUNTIME_ERROR,0.0,757,320,1077,2.92038952303119,0.6280360779492185,3.5484256009804085,F-F-F
abc309_a,Nine,easy,True,PASS,1.0,278,162,440,1.4667593619669788,0.06960419600363821,1.536363557970617,False,WRONG_ANSWER,0.8461538461538461,818,246,1064,2.248253979953006,0.0660342649789527,2.3142882449319586,True,PASS,1.0,466,59,525,0.549446908000391,0.06363448302727193,0.6130813910276629,P-F-P
abc309_b,Rotate,easy,False,RUNTIME_ERROR,0.0,699,327,1026,2.9879476520000026,0.08076518395682797,3.0687128359568305,False,RUNTIME_ERROR,0.0,1600,508,2108,4.653482410009019,0.08205396996345371,4.735536379972473,False,RUNTIME_ERROR,0.0,925,316,1241,2.8910568720311858,0.0771838859654963,2.968240757996682,F-F-F
abc309_c,Medicine,medium,False,RUNTIME_ERROR,0.0,889,430,1319,3.920104712015018,0.08126336894929409,4.001368080964312,False,RUNTIME_ERROR,0.0,2090,443,2533,4.086004343989771,0.40602237498387694,4.492026718973648,False,WRONG_ANSWER,0.13333333333333333,1125,309,1434,2.8393079029629007,0.61695142602548,3.4562593289883807,F-F-F
abc309_d,Add One Edge,medium,False,TIMEOUT,0.0,793,881,1674,8.02782323100837,20.19438891997561,28.222212150983978,False,RUNTIME_ERROR,0.0,1908,820,2728,7.514749267953448,1.1915547730168328,8.70630404097028,False,RUNTIME_ERROR,0.0,1039,274,1313,2.517449902021326,3.4062926210463047,5.923742523067631,F-F-F
abc309_e,Family and Insurance,hard,False,RUNTIME_ERROR,0.0,597,647,1244,5.884033691021614,2.519787915982306,8.40382160700392,False,RUNTIME_ERROR,0.07142857142857142,1448,301,1749,2.77802132506622,0.6890096149872988,3.467030940053519,False,WRONG_ANSWER,0.14285714285714285,828,258,1086,2.360655268013943,0.6058972890023142,2.966552557016257,F-F-F
abc310_a,Order Something Else,easy,True,PASS,1.0,440,118,558,1.0835040099918842,0.07200942997587845,1.1555134399677627,True,PASS,1.0,1143,245,1388,2.2610595469595864,0.0694304319913499,2.3304899789509363,True,PASS,1.0,590,85,675,0.7924105479614809,0.06957662000786513,0.861987167969346,P-P-P
abc310_b,Strictly Superior,easy,False,WRONG_ANSWER,0.6,1181,257,1438,2.3700645900098607,0.07744020398240536,2.447504793992266,False,RUNTIME_ERROR,0.0,2629,391,3020,3.652323225978762,0.07985938095953315,3.732182606938295,False,WRONG_ANSWER,0.5333333333333333,1382,207,1589,1.9349529699538834,0.07793292996939272,2.012885899923276,F-F-F
abc310_c,Reversible,medium,False,WRONG_ANSWER,0.23076923076923078,531,164,695,1.5048794750473462,0.26647711999248713,1.7713565950398333,False,WRONG_ANSWER,0.23076923076923078,1388,355,1743,3.264486228057649,0.12122487701708451,3.3857111050747335,True,PASS,1.0,709,75,784,0.7054444350069389,0.14402847399469465,0.8494729090016335,F-F-P
abc310_d,Peaceful Teams,medium,False,TIMEOUT,0.0625,557,808,1365,7.343094639014453,27.193081331963185,34.53617597097764,False,WRONG_ANSWER,0.1875,1438,525,1963,4.80602031404851,0.1253911399981007,4.931411454046611,False,WRONG_ANSWER,0.1875,812,370,1182,3.3773115149815567,0.09889636101434007,3.4762078759958968,F-F-F
abc310_e,NAND repeatedly,hard,False,TIMEOUT,0.14285714285714285,940,133,1073,1.2391993060009554,25.077304499980528,26.316503805981483,False,WRONG_ANSWER,0.21428571428571427,2220,445,2665,4.106258417014033,0.417564403032884,4.523822820046917,False,WRONG_ANSWER,0.07142857142857142,1237,155,1392,1.4449990110006183,0.1912144650123082,1.6362134760129265,F-F-F
abc310_f,Make 10 Again,hard,False,TIMEOUT,0.2857142857142857,682,615,1297,5.592127735959366,15.143080858979374,20.73520859493874,False,TIMEOUT,0.0,1672,595,2267,5.449159010022413,16.637461197038647,22.08662020706106,False,RUNTIME_ERROR,0.0,1010,414,1424,3.7889168090187013,0.07730947999516502,3.8662262890138663,F-F-F
abc311_a,First ABC,easy,False,WRONG_ANSWER,0.0,372,140,512,1.272477161954157,0.07714121404569596,1.349618375999853,True,PASS,1.0,1031,277,1308,2.549333916977048,0.06621122802607715,2.615545145003125,True,PASS,1.0,548,144,692,1.3264590360340662,0.06636030500521883,1.392819341039285,F-P-P
abc311_b,Vacation Together,easy,False,RUNTIME_ERROR,0.0,525,211,736,1.93065936898347,0.08941466698888689,2.020074035972357,False,WRONG_ANSWER,0.47058823529411764,1386,441,1827,4.046544572047424,0.08761655597481877,4.134161128022242,True,PASS,1.0,696,202,898,1.8527901039924473,0.08549649402266368,1.938286598015111,F-F-P
abc311_c,Find it!,medium,False,RUNTIME_ERROR,0.0,698,293,991,2.6775435589952394,0.13491738901939243,2.812460948014632,False,RUNTIME_ERROR,0.0,1654,434,2088,3.991083043976687,0.22701426601270214,4.218097309989389,False,RUNTIME_ERROR,0.0,922,262,1184,2.403227482980583,0.17037764005362988,2.5736051230342127,F-F-F
abc311_d,Grid Ice Floor,medium,False,WRONG_ANSWER,0.0,796,371,1167,3.386863538995385,0.07262257201364264,3.459486111009028,False,RUNTIME_ERROR,0.21428571428571427,1862,367,2229,3.3878361399983987,0.07770019001327455,3.4655363300116733,False,WRONG_ANSWER,0.0,1021,323,1344,2.9608483370393515,0.11978582601295784,3.0806341630523093,F-F-F
abc311_e,Defect,hard,False,TIMEOUT,0.0625,749,269,1018,2.4621707220212556,20.083309787034523,22.54548050905578,False,TIMEOUT,0.25,1802,458,2260,4.210003482003231,60.08639532898087,64.2963988109841,False,RUNTIME_ERROR,0.125,1029,171,1200,1.5849615139886737,8.68793390400242,10.272895417991094,F-F-F
abc312_a,Chord,easy,True,PASS,1.0,276,59,335,0.5432771350024268,0.07017995597561821,0.613457090978045,True,PASS,1.0,815,270,1085,2.4675653159501962,0.06888790900120512,2.5364532249514014,True,PASS,1.0,422,83,505,0.766719549021218,0.07154426595661789,0.8382638149778359,P-P-P
abc312_b,TaK Code,easy,False,WRONG_ANSWER,0.13333333333333333,873,262,1135,2.4019595879944973,0.08926355501171201,2.4912231430062093,False,RUNTIME_ERROR,0.13333333333333333,1984,666,2650,6.117861763981637,0.09167866600910202,6.209540429990739,False,WRONG_ANSWER,0.13333333333333333,1132,291,1423,2.6759196629864164,0.11152585997479036,2.7874455229612067,F-F-F
abc312_c,Invisible Hand,medium,False,TIMEOUT,0.2,496,213,709,1.944845581019763,40.11220939195482,42.05705497297458,False,TIMEOUT,0.0,1272,563,1835,5.149089419981465,41.68152795400238,46.83061737398384,False,WRONG_ANSWER,0.13333333333333333,733,165,898,1.5198932070052251,0.37215394497616217,1.8920471519813873,F-F-F
abc312_d,Count Bracket Sequences,medium,False,RUNTIME_ERROR,0.13333333333333333,397,312,709,2.832038736960385,0.09535696601960808,2.927395702979993,False,WRONG_ANSWER,0.0,996,418,1414,3.8168826369801536,0.07962765102274716,3.896510288002901,False,WRONG_ANSWER,0.0,629,259,888,2.3660615760018118,1.3057280670036562,3.671789643005468,F-F-F
abc312_e,Tangency of Cuboids,hard,False,TIMEOUT,0.13333333333333333,806,593,1399,5.394470645987894,50.076813970983494,55.47128461697139,False,TIMEOUT,0.0,1890,720,2610,6.598079660034273,50.08442698395811,56.68250664399238,False,WRONG_ANSWER,0.4666666666666667,1074,506,1580,4.632299328048248,3.9086289139813744,8.540928242029622,F-F-F
abc312_f,Cans and Openers,hard,False,TIMEOUT,0.0,631,733,1364,6.6562647559912875,62.20549076498719,68.86175552097848,False,TIMEOUT,0.0,1552,591,2143,5.403261499013752,61.68634553800803,67.08960703702178,False,RUNTIME_ERROR,0.0,909,346,1255,3.165479919000063,0.6934035419835709,3.858883460983634,F-F-F
abc313_a,To Be Saikyo,easy,False,WRONG_ANSWER,0.26666666666666666,370,78,448,0.7128583819721825,0.07594468398019671,0.7888030659523793,False,RUNTIME_ERROR,0.0,1002,265,1267,2.437364176963456,0.07477592601208016,2.512140102975536,False,WRONG_ANSWER,0.8,542,73,615,0.6799496659659781,0.0769583600340411,0.7569080260000192,F-F-F
abc313_b,Who is Saikyo?,medium,False,WRONG_ANSWER,0.6,701,307,1008,2.8068237690022215,0.09090682998066768,2.897730598982889,False,RUNTIME_ERROR,0.0,1664,382,2046,3.518040093011223,0.0791451019467786,3.5971851949580014,True,PASS,1.0,937,259,1196,2.3792511739884503,0.12901160400360823,2.5082627779920585,F-F-P
abc313_c,Approximate Equalization 2,medium,False,WRONG_ANSWER,0.4666666666666667,500,184,684,1.6847414159565233,0.3199541079811752,2.0046955239376985,False,WRONG_ANSWER,0.4666666666666667,1223,230,1453,2.1307543860166334,0.2818972200038843,2.4126516060205176,False,WRONG_ANSWER,0.4666666666666667,738,189,927,1.7361929809558205,0.35762523900484666,2.093818219960667,F-F-F
abc314_a,3.14,easy,True,PASS,1.0,540,147,687,1.351821132004261,0.042694375035353005,1.394515507039614,True,PASS,1.0,1331,327,1658,3.01014677999774,0.04180743999313563,3.0519542199908756,False,WRONG_ANSWER,0.0,704,167,871,1.5374640030204318,0.04019815695937723,1.577662159979809,P-P-F
